,Unnamed: 0,pair_id,tm_score,identity_us_align,pro1,pro2,group
2038943,2038943,AF-P40445-F1-model_v3.pdb@@AF-P15365-F1-model_v3.pdb.txt,0.7646200000000001,0.181,P40445,P15365,pro_with_unknown_function
2312534,2312534,AF-P40579-F1-model_v3.pdb@@AF-P40471-F1-model_v3.pdb.txt,0.7644550000000001,0.236,P40579,P40471,pro_with_unknown_function
3632235,3632235,AF-P43617-F1-model_v3.pdb@@AF-Q03028-F1-model_v3.pdb.txt,0.76416,0.226,P43617,Q03028,pro_with_unknown_function
43598,43598,AF-P0C5N1-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.763775,0.1,P0C5N1,P32903,pro_with_unknown_function
952033,952033,AF-Q3E767-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.7636449999999999,0.024,Q3E767,Q3E808,pro_with_unknown_function
3711620,3711620,AF-Q3E765-F1-model_v3.pdb@@AF-Q3E772-F1-model_v3.pdb.txt,0.76362,0.071,Q3E765,Q3E772,pro_with_unknown_function
601634,601634,AF-P0C5Q3-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.76362,0.125,P0C5Q3,Q2V2P1,pro_with_unknown_function
1650370,1650370,AF-Q08844-F1-model_v3.pdb@@AF-P53121-F1-model_v3.pdb.txt,0.763565,0.335,Q08844,P53121,pro_with_unknown_function
67365,67365,AF-P53912-F1-model_v3.pdb@@AF-P38113-F1-model_v3.pdb.txt,0.763165,0.182,P53912,P38113,pro_with_unknown_function
1699407,1699407,AF-P43617-F1-model_v3.pdb@@AF-Q99297-F1-model_v3.pdb.txt,0.7627,0.201,P43617,Q99297,pro_with_unknown_function
3362909,3362909,AF-P0C5L4-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.761855,0.143,P0C5L4,Q3E808,pro_with_unknown_function
1003630,1003630,AF-Q04516-F1-model_v3.pdb@@AF-P36060-F1-model_v3.pdb.txt,0.761585,0.29,Q04516,P36060,pro_with_unknown_function
2204076,2204076,AF-Q3E7Z3-F1-model_v3.pdb@@AF-Q99380-F1-model_v3.pdb.txt,0.76154,0.028,Q3E7Z3,Q99380,pro_with_unknown_function
940574,940574,AF-Q3E821-F1-model_v3.pdb@@AF-P43682-F1-model_v3.pdb.txt,0.761385,0.076,Q3E821,P43682,pro_with_unknown_function
748006,748006,AF-P53932-F1-model_v3.pdb@@AF-Q99252-F1-model_v3.pdb.txt,0.761325,0.688,P53932,Q99252,pro_with_unknown_function
3642649,3642649,AF-Q3E7Z5-F1-model_v3.pdb@@AF-Q12248-F1-model_v3.pdb.txt,0.760995,0.076,Q3E7Z5,Q12248,pro_with_unknown_function
984702,984702,AF-Q3E809-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.7609049999999999,0.025,Q3E809,P32903,pro_with_unknown_function
3385304,3385304,AF-P54007-F1-model_v3.pdb@@AF-P00331-F1-model_v3.pdb.txt,0.760435,0.155,P54007,P00331,pro_with_unknown_function
1654532,1654532,AF-Q8TGT0-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.75995,0.04,Q8TGT0,Q2V2P1,pro_with_unknown_function
438872,438872,AF-Q3E782-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.75969,0.106,Q3E782,Q2V2P1,pro_with_unknown_function
1494100,1494100,AF-P0C5N1-F1-model_v3.pdb@@AF-Q3E784-F1-model_v3.pdb.txt,0.758705,0.075,P0C5N1,Q3E784,pro_with_unknown_function
2284823,2284823,AF-P53912-F1-model_v3.pdb@@AF-P00330-F1-model_v3.pdb.txt,0.7586999999999999,0.176,P53912,P00330,pro_with_unknown_function
3770715,3770715,AF-Q12251-F1-model_v3.pdb@@AF-P38702-F1-model_v3.pdb.txt,0.757935,0.301,Q12251,P38702,pro_with_unknown_function
3662515,3662515,AF-Q8TGT1-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.75776,0.075,Q8TGT1,P32903,pro_with_unknown_function
3455447,3455447,AF-Q3E809-F1-model_v3.pdb@@AF-P40975-F1-model_v3.pdb.txt,0.7572300000000001,0.116,Q3E809,P40975,pro_with_unknown_function
2772728,2772728,AF-P43617-F1-model_v3.pdb@@AF-P10566-F1-model_v3.pdb.txt,0.756885,0.206,P43617,P10566,pro_with_unknown_function
2384202,2384202,AF-P34251-F1-model_v3.pdb@@AF-Q08651-F1-model_v3.pdb.txt,0.756785,0.132,P34251,Q08651,pro_with_unknown_function
2543610,2543610,AF-Q3E778-F1-model_v3.pdb@@AF-P0CX86-F1-model_v3.pdb.txt,0.75658,0.04,Q3E778,P0CX86,pro_with_unknown_function
3318527,3318527,AF-Q12251-F1-model_v3.pdb@@AF-P53257-F1-model_v3.pdb.txt,0.75658,0.257,Q12251,P53257,pro_with_unknown_function
3441791,3441791,AF-P25608-F1-model_v3.pdb@@AF-P28625-F1-model_v3.pdb.txt,0.756035,0.172,P25608,P28625,pro_with_unknown_function
3730501,3730501,AF-P40169-F1-model_v3.pdb@@AF-Q07651-F1-model_v3.pdb.txt,0.756025,0.54,P40169,Q07651,pro_with_unknown_function
1540231,1540231,AF-Q3E804-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.755945,0.05,Q3E804,P32903,pro_with_unknown_function
3637595,3637595,AF-Q12251-F1-model_v3.pdb@@AF-P38921-F1-model_v3.pdb.txt,0.7558,0.221,Q12251,P38921,pro_with_unknown_function
1592126,1592126,AF-Q3E7Z3-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.755765,0.067,Q3E7Z3,Q3E808,pro_with_unknown_function
3595621,3595621,AF-P53912-F1-model_v3.pdb@@AF-P00331-F1-model_v3.pdb.txt,0.75413,0.176,P53912,P00331,pro_with_unknown_function
1730074,1730074,AF-P0C5N0-F1-model_v3.pdb@@AF-P00856-F1-model_v3.pdb.txt,0.75398,0.064,P0C5N0,P00856,pro_with_unknown_function
511964,511964,AF-P43617-F1-model_v3.pdb@@AF-P23500-F1-model_v3.pdb.txt,0.753835,0.207,P43617,P23500,pro_with_unknown_function
2548104,2548104,AF-P25608-F1-model_v3.pdb@@AF-P38113-F1-model_v3.pdb.txt,0.753795,0.184,P25608,P38113,pro_with_unknown_function
446789,446789,AF-Q3E762-F1-model_v3.pdb@@AF-P48836-F1-model_v3.pdb.txt,0.75378,0.091,Q3E762,P48836,pro_with_unknown_function
3219541,3219541,AF-P0C5N0-F1-model_v3.pdb@@AF-P69852-F1-model_v3.pdb.txt,0.753455,0.082,P0C5N0,P69852,pro_with_unknown_function
1105267,1105267,AF-Q07530-F1-model_v3.pdb@@AF-P40471-F1-model_v3.pdb.txt,0.75322,0.181,Q07530,P40471,pro_with_unknown_function
491285,491285,AF-Q12251-F1-model_v3.pdb@@AF-Q04013-F1-model_v3.pdb.txt,0.753145,0.168,Q12251,Q04013,pro_with_unknown_function
3103848,3103848,AF-P43617-F1-model_v3.pdb@@AF-Q12375-F1-model_v3.pdb.txt,0.752685,0.247,P43617,Q12375,pro_with_unknown_function
1618419,1618419,AF-Q3E804-F1-model_v3.pdb@@AF-P39103-F1-model_v3.pdb.txt,0.7525299999999999,0.038,Q3E804,P39103,pro_with_unknown_function
1898334,1898334,AF-Q3E7A0-F1-model_v3.pdb@@AF-P00856-F1-model_v3.pdb.txt,0.751845,0.051,Q3E7A0,P00856,pro_with_unknown_function
2830445,2830445,AF-P0C5N0-F1-model_v3.pdb@@AF-P69851-F1-model_v3.pdb.txt,0.751695,0.033,P0C5N0,P69851,pro_with_unknown_function
2662401,2662401,AF-P43617-F1-model_v3.pdb@@AF-P18239-F1-model_v3.pdb.txt,0.751675,0.196,P43617,P18239,pro_with_unknown_function
2760224,2760224,AF-Q3E778-F1-model_v3.pdb@@AF-P0CX87-F1-model_v3.pdb.txt,0.75161,0.04,Q3E778,P0CX87,pro_with_unknown_function
3679644,3679644,AF-Q3E762-F1-model_v3.pdb@@AF-Q3E772-F1-model_v3.pdb.txt,0.75145,0.061,Q3E762,Q3E772,pro_with_unknown_function
3690703,3690703,AF-Q3E7Z5-F1-model_v3.pdb@@AF-P69851-F1-model_v3.pdb.txt,0.7511300000000001,0.077,Q3E7Z5,P69851,pro_with_unknown_function
1014282,1014282,AF-P25608-F1-model_v3.pdb@@AF-P00330-F1-model_v3.pdb.txt,0.7510650000000001,0.155,P25608,P00330,pro_with_unknown_function
1291894,1291894,AF-P53918-F1-model_v3.pdb@@AF-P36032-F1-model_v3.pdb.txt,0.750525,0.275,P53918,P36032,pro_with_unknown_function
