Protein,MW,Rxn,0.05213,0.39457,0.28828,0.18299
YDR041W,23430.2,YDR041W_translation_Ribosome,6.80591092631556e-06,4.0557448322067856e-05,3.8613602762343325e-05,4.3004492576775006e-05
YDR044W,37707.9,YDR044W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR046C,67369.6,YDR046C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR047W,41348.5,YDR047W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR050C,26792.7,YDR050C_translation_Ribosome,2.942520348083664e-05,0.0006218220444979517,0.0004569250709454508,0.00010786527481217668
YDR058C,37505.6,YDR058C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR060W,116623.2,YDR060W_translation_Ribosome,1.1267226228262893e-05,0.0001211467966574588,7.53471139599092e-05,4.036545064201318e-05
YDR062W,63116.6,YDR062W_translation_Ribosome,2.3963404407048682e-05,0.00010143529164817751,8.830934329032427e-05,6.690442811310464e-05
YDR064W,17045.2,YDR064W_translation_Ribosome,0.0010386454813672136,0.002427931642145703,0.001994518939504422,0.0015663199409182342
YDR072C,60874.6,YDR072C_translation_Ribosome,2.147798182752969e-08,9.091468447816492e-08,7.915012567382589e-08,5.996527316343565e-08
YDR074W,102982.4,YDR074W_translation_Ribosome,9.399415916433657e-05,0.0,4.229003726086641e-05,0.0001262862863607293
YDR087C,33193.7,YDR087C_translation_Ribosome,3.2069170392605412e-06,3.448122178270438e-05,2.144555711600297e-05,1.1488954676048954e-05
YDR091C,68353.2,YDR091C_translation_Ribosome,0.00027756473766696766,0.0014331808960713613,0.0010410594386078414,0.0006879755248633552
YDR098C,28233.4,YDR098C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR101C,65211.3,YDR101C_translation_Ribosome,6.300208446853799e-06,6.77407248374984e-05,4.213126764292034e-05,2.2570839348015773e-05
YDR115W,12053.6,YDR115W_translation_Ribosome,3.501281591340972e-06,2.0864664368843504e-05,1.9864658528573446e-05,2.212353935192253e-05
YDR116C,31016.5,YDR116C_translation_Ribosome,9.009549054044207e-06,5.3689259839071694e-05,5.1116030169534266e-05,5.692861537705789e-05
YDR120C,64071.2,YDR120C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR127W,174730.6,YDR127W_translation_Ribosome,3.604552939224803e-05,0.000490656508572556,0.00035344585399763875,0.0002058664855481618
YDR135C,171136.0,YDR135C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR147W,61643.5,YDR147W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR148C,50436.3,YDR148C_translation_Ribosome,6.0526413313501625e-05,0.0,4.8826529138475504e-05,0.00014842429494706682
YDR158W,39541.1,YDR158W_translation_Ribosome,3.0775480172258272e-06,3.1365124160728826e-05,2.2435674833754786e-05,1.363305172982008e-05
YDR172W,76548.8,YDR172W_translation_Ribosome,0.0003108449581105372,0.001605020361551287,0.0011658832469307063,0.000770464306830697
YDR173C,40326.2,YDR173C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR175C,37401.9,YDR175C_translation_Ribosome,1.0864354545627523e-05,6.474232513581402e-05,6.163934192439198e-05,6.8648570260061e-05
YDR178W,20252.8,YDR178W_translation_Ribosome,2.50682938432867e-05,2.4216149745381346e-06,2.169257867778282e-05,6.185538527705459e-05
YDR188W,59915.4,YDR188W_translation_Ribosome,1.5937282197530978e-05,0.00025747860008410416,0.0001311459280936618,5.83846943705782e-05
YDR191W,41780.0,YDR191W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR192C,42786.8,YDR192C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR196C,27344.1,YDR196C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR204W,38643.8,YDR204W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR208W,89341.7,YDR208W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR211W,81114.8,YDR211W_translation_Ribosome,0.001370693455768157,0.0015066445518769893,0.0010613255379561053,0.0013641213277471847
YDR212W,60476.4,YDR212W_translation_Ribosome,1.6086506191909963e-05,0.0002598894242569743,0.0001323738739249597,5.8931362064391376e-05
YDR226W,24252.0,YDR226W_translation_Ribosome,8.986867906541228e-06,4.625253644667685e-05,3.521800315414557e-05,2.386538995746985e-05
YDR232W,59362.0,YDR232W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR234W,75150.5,YDR234W_translation_Ribosome,6.0488364923823765e-05,0.0005734930690591809,0.0004047739102618071,0.000248317147225752
YDR236C,24530.2,YDR236C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR237W,33114.5,YDR237W_translation_Ribosome,9.61896771557548e-06,5.7320877434299155e-05,5.4573590864508966e-05,6.07793475699574e-05
YDR256C,58555.1,YDR256C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR258C,91340.3,YDR258C_translation_Ribosome,0.0011746721860981977,0.007563796376821343,0.006852993525219765,0.007361713000038586
YDR261C,63492.5,YDR261C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR268W,43023.9,YDR268W_translation_Ribosome,2.4281449762721655e-08,1.4491082102954592e-07,1.378130495792696e-07,1.5335434076201726e-07
YDR272W,31320.9,YDR272W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR284C,33509.2,YDR284C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR287W,32085.9,YDR287W_translation_Ribosome,0.0,0.0,5.413468435028947e-07,0.0
YDR294C,65569.3,YDR294C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR296W,26907.1,YDR296W_translation_Ribosome,7.815866953140197e-06,4.6575928406360674e-05,4.434362791980641e-05,4.9386099231442444e-05
YDR297W,40736.6,YDR297W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR298C,22823.7,YDR298C_translation_Ribosome,0.0004372511748589138,0.0005566612709533868,0.0007042700424306392,0.0011563888705967
YDR300C,47158.6,YDR300C_translation_Ribosome,5.021423895177879e-07,5.268777697655954e-06,3.7869382519547176e-06,2.3160160755215405e-06
YDR302W,25272.2,YDR302W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR305C,24788.6,YDR305C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR312W,51864.8,YDR312W_translation_Ribosome,5.010773455741305e-06,5.38765389672018e-05,3.350845283020787e-05,1.7951368376599896e-05
YDR315C,32920.4,YDR315C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR321W,41385.6,YDR321W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR322CA,10874.6,YDR322CA_translation_Ribosome,0.00020833307597456784,0.00026522731446302304,0.00033555711840833126,0.0005509740494394369
YDR322W,42838.6,YDR322W_translation_Ribosome,1.2443585449892095e-05,7.415319995944277e-05,7.059917044220368e-05,7.862725267814332e-05
YDR324C,87796.4,YDR324C_translation_Ribosome,8.48220509150032e-06,9.12018587901628e-05,5.6722893524356836e-05,3.0387960978145382e-05
YDR337W,33076.9,YDR337W_translation_Ribosome,9.608045817732976e-06,5.725579219999002e-05,5.4511625048431253e-05,6.071033540100935e-05
YDR339C,21630.1,YDR339C_translation_Ribosome,2.0897319747695928e-06,2.2469091281841858e-05,1.3974626057801807e-05,7.486578433208906e-06
YDR341C,69520.6,YDR341C_translation_Ribosome,2.3096767476979782e-05,0.0001392848328123473,9.973122065688295e-05,6.302545317818907e-05
YDR342C,62737.6,YDR342C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR343C,62707.6,YDR343C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR345C,62558.2,YDR345C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR347W,36736.3,YDR347W_translation_Ribosome,1.0671013715734664e-05,6.35901780093205e-05,6.054241513765453e-05,6.742690803527839e-05
YDR353W,34233.4,YDR353W_translation_Ribosome,2.7674504765287913e-06,3.09202868732035e-05,2.2273043897850387e-05,1.358408101031588e-05
YDR354W,41367.7,YDR354W_translation_Ribosome,1.3914503589104793e-05,0.00014725842170366672,9.561975194811398e-05,5.3899619305845525e-05
YDR363WA,10372.1,YDR363WA_translation_Ribosome,7.450579136117173e-05,8.544196230441424e-05,8.140974290802399e-05,7.847589825319211e-05
YDR365C,72384.6,YDR365C_translation_Ribosome,6.993236882904244e-06,7.519226378054704e-05,4.6765743909809055e-05,2.5053651405053767e-05
YDR367W,25486.0,YDR367W_translation_Ribosome,1.1210432574394665e-08,4.745291939201314e-08,4.131240794626055e-08,3.129887421462362e-08
YDR368W,34754.3,YDR368W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR373W,22001.1,YDR373W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR376W,56246.8,YDR376W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR377W,11322.3,YDR377W_translation_Ribosome,0.00021691000920556606,0.00027614654539428443,0.0003493717802728053,0.0005736572821039978
YDR380W,71378.1,YDR380W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR382W,11035.1,YDR382W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR384C,30020.7,YDR384C_translation_Ribosome,0.0001807592739649967,0.0015838548432801239,0.0007581769906898645,0.0007081664464552205
YDR385W,93279.1,YDR385W_translation_Ribosome,0.0021314201072494374,0.00973422229127493,0.007362389374630162,0.005019087715738292
YDR394W,47886.3,YDR394W_translation_Ribosome,0.00034398112984433986,0.00039447165371505016,0.0003758555520884401,0.00036231046813295603
YDR399W,25184.9,YDR399W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR400W,37949.6,YDR400W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR402C,56079.7,YDR402C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR403W,61382.2,YDR403W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR405W,30576.6,YDR405W_translation_Ribosome,8.881768658807023e-06,5.2927797217460365e-05,5.039106308196545e-05,5.612120970896615e-05
YDR408C,23536.4,YDR408C_translation_Ribosome,1.9435446565452693e-06,1.928203384000743e-05,1.327601268431185e-05,7.806994977371513e-06
YDR412W,27983.9,YDR412W_translation_Ribosome,2.7035866967214585e-06,2.9069343346629674e-05,1.8079645407969457e-05,9.685746354250546e-06
YDR418W,17828.9,YDR418W_translation_Ribosome,0.0010864000670422122,0.0,0.0,0.0
YDR427W,45773.7,YDR427W_translation_Ribosome,0.0003288057135998366,0.00037706874692044676,0.00035927393188930093,0.00034632641643178716
YDR428C,29983.6,YDR428C_translation_Ribosome,0.0,5.223810923554035e-07,0.0,0.0
YDR429C,30500.9,YDR429C_translation_Ribosome,0.0005154100611113999,0.0005665305815010931,0.00039908110604532554,0.0005129388003851839
YDR447C,15820.7,YDR447C_translation_Ribosome,0.0009640308454618471,0.00225351290280516,0.0018512358779138767,0.0014537980128883855
YDR449C,52430.0,YDR449C_translation_Ribosome,5.065378682353284e-06,5.446366202222684e-05,3.38736133541014e-05,1.814699457021202e-05
YDR450W,17049.9,YDR450W_translation_Ribosome,0.0010389318748247516,0.002428601113827941,0.001995068903072797,0.0015667518339862133
YDR453C,21615.0,YDR453C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR454C,20637.5,YDR454C_translation_Ribosome,2.5750433697931446e-08,1.3907312739208134e-07,1.115262180463994e-07,7.83700888187531e-08
YDR462W,17358.6,YDR462W_translation_Ribosome,5.042256805556131e-06,3.0047567773362877e-05,2.8607441887410817e-05,3.1860495635684136e-05
YDR471W,15525.5,YDR471W_translation_Ribosome,0.0009460428989373358,0.0,0.0,0.0014266714525336193
YDR481C,62976.5,YDR481C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR483W,51372.0,YDR483W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR487C,22561.0,YDR487C_translation_Ribosome,3.24838600872323e-08,1.7543906503062282e-07,1.4068897268197696e-07,9.886291741134865e-08
YDR494W,41242.8,YDR494W_translation_Ribosome,1.1980043838799814e-05,7.139088567990799e-05,6.79692489183521e-05,7.569827344390643e-05
YDR496C,75101.3,YDR496C_translation_Ribosome,7.2557033003436704e-06,7.801433951229953e-05,4.852093073794347e-05,2.5993951617697193e-05
YDR497C,63566.2,YDR497C_translation_Ribosome,2.0863815173858628e-05,1.4887479633366242e-05,1.6340244132296223e-05,0.0
YDR500C,9890.7,YDR500C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR502C,42245.2,YDR502C_translation_Ribosome,0.00022701816374302676,0.0,0.0,0.0
YDR503C,31591.6,YDR503C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR508C,73600.7,YDR508C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR513W,15861.6,YDR513W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR529C,14561.9,YDR529C_translation_Ribosome,0.00030488854678593853,0.00039239595903035906,0.0004937850890665053,0.0008071133635281473
YDR530C,36827.1,YDR530C_translation_Ribosome,0.0,0.0,0.0,0.0
YDR531W,40897.5,YDR531W_translation_Ribosome,0.0,0.0,0.0,0.0
YDR536W,63528.3,YDR536W_translation_Ribosome,0.0,0.0,0.0,0.0
YDRUMD1,48870.68,YDRUMD1_translation_Ribosome,0.7580442904278603,0.24810021964359688,0.3443023456278486,0.49620043928719876
YEL003W,12995.1,YEL003W_translation_Ribosome,4.905309346503385e-06,7.465507759282085e-05,3.7333441427734375e-05,1.981172072311558e-05
YEL006W,36977.2,YEL006W_translation_Ribosome,0.0,0.0,0.0,0.0
YEL017CA,4853.1,YEL017CA_translation_Ribosome,1.7714673970107407e-06,0.0002224218098366954,0.0003396256903993295,5.578619603946403e-06
YEL020WA,10203.8,YEL020WA_translation_Ribosome,0.0,0.0,0.0,0.0
YEL021W,29239.8,YEL021W_translation_Ribosome,3.2055303401106875e-07,3.1895021968536166e-06,2.1947739650840846e-06,1.28962718427819e-06
YEL024W,23367.3,YEL024W_translation_Ribosome,0.0004892508628208587,0.0006296729199795432,0.0007923707971997988,0.0012951647861591737
YEL026W,13570.1,YEL026W_translation_Ribosome,1.3110374834522658e-06,1.4096458897726883e-05,8.767276760947768e-06,4.6968630749043326e-06
YEL027W,16352.8,YEL027W_translation_Ribosome,0.0,0.0,0.0,0.0
YEL029C,35556.5,YEL029C_translation_Ribosome,0.0,0.0,0.0,0.0
YEL034W,17103.4,YEL034W_translation_Ribosome,0.0,0.0,0.0,0.0
YEL037C,42328.0,YEL037C_translation_Ribosome,0.00030405425485057765,0.00034868419899743017,0.00033222892160804856,0.0003202560543439724
YEL038W,25182.6,YEL038W_translation_Ribosome,0.0,0.0,0.0,0.0
YEL039C,12541.6,YEL039C_translation_Ribosome,0.000262588686803956,0.0,0.0,2.546281165342082e-05
YEL041W,55864.1,YEL041W_translation_Ribosome,0.0,0.0,0.0,0.0
YEL042W,56807.0,YEL042W_translation_Ribosome,0.0,0.0,0.0,0.0
YEL046C,42807.5,YEL046C_translation_Ribosome,0.0,0.0,0.0,0.0
YEL047C,50838.6,YEL047C_translation_Ribosome,0.0,0.0,0.0,0.0
YEL050C,43835.0,YEL050C_translation_Ribosome,1.2733015742718484e-05,7.587795866863469e-05,7.224126456826317e-05,8.04560751552668e-05
YEL051W,29192.4,YEL051W_translation_Ribosome,0.0,0.0,0.0,0.0
YEL054C,17828.9,YEL054C_translation_Ribosome,0.0,0.0025395624841393185,0.002086222439192875,0.00163833581270018
YEL055C,115864.0,YEL055C_translation_Ribosome,1.1193878231016227e-05,0.00012035814870385828,7.485661525194747e-05,4.0102677453424463e-05
YEL058W,62053.2,YEL058W_translation_Ribosome,6.817375638971425e-10,3.681933134953349e-09,2.9526342388446932e-09,2.074832371977494e-09
YEL063C,65789.8,YEL063C_translation_Ribosome,0.0,0.0,0.0,0.0
YEL069C,62734.7,YEL069C_translation_Ribosome,0.0,0.0,0.0,0.0
YEL071W,55221.5,YEL071W_translation_Ribosome,0.0,0.0,0.0,0.0
YER002W,26908.8,YER002W_translation_Ribosome,2.5997188992505823e-06,2.795254222055498e-05,1.7385052203372956e-05,9.313634321779917e-06
YER003C,48179.1,YER003C_translation_Ribosome,5.518772739052953e-05,0.00027810135962879175,0.00025076811617038934,0.00017842259219634195
YER005W,71840.6,YER005W_translation_Ribosome,0.002572460646967797,1.22189149377927e-07,3.133186086432437e-08,0.0
YER006W,57716.4,YER006W_translation_Ribosome,5.576109520926474e-06,5.995511162959476e-05,3.728901426264846e-05,1.9976715571470245e-05
YER012W,22513.9,YER012W_translation_Ribosome,0.0001617238491844741,0.0001854621335241033,0.00017670971267698553,0.00017034144731371102
YER014W,59720.7,YER014W_translation_Ribosome,0.0,0.0,0.0,0.0
YER015W,83440.7,YER015W_translation_Ribosome,0.0,0.0,0.0,0.0
YER019W,53941.1,YER019W_translation_Ribosome,0.0,0.0,0.0,0.0
YER021W,60377.3,YER021W_translation_Ribosome,0.0004337075921704258,0.0004973684201504333,0.0004738963633671714,0.0004568180842454716
YER023W,30126.1,YER023W_translation_Ribosome,1.1355654064975289e-07,1.191503010476643e-06,8.563937570758832e-07,5.23753379749523e-07
YER024W,103316.9,YER024W_translation_Ribosome,0.0,0.0,0.0,0.0
YER025W,57863.5,YER025W_translation_Ribosome,0.0009777885266047718,0.0010747696724584686,0.0007570999406461349,0.0009731002782241862
YER026C,30798.8,YER026C_translation_Ribosome,6.581241207294762e-06,2.9121064675886802e-05,2.5294602648615377e-05,1.9376519569753495e-05
YER037W,37708.1,YER037W_translation_Ribosome,0.0,0.0,0.0,0.0
YER043C,49115.0,YER043C_translation_Ribosome,1.484784108377242e-08,6.768175857396446e-08,5.870121739706666e-08,4.528753730296162e-08
YER050C,15855.8,YER050C_translation_Ribosome,4.6057294630636635e-06,2.7446235589326745e-05,2.6130786876730175e-05,2.9102211393792164e-05
YER052C,58105.3,YER052C_translation_Ribosome,3.2872287421028246e-06,3.350210526811283e-05,2.396427115001533e-05,1.4561904229600433e-05
YER053C,33545.8,YER053C_translation_Ribosome,0.000971118542763408,0.0,0.0,0.0
YER055C,32264.7,YER055C_translation_Ribosome,2.2188129629211504e-05,0.0002284574160278614,0.00016859356701939393,0.00010289676842829616
YER056C,58191.5,YER056C_translation_Ribosome,0.0,0.0,0.0,0.0
YER056CA,13664.5,YER056CA_translation_Ribosome,0.0008326432767079466,0.0019463820855196738,0.0015989313149073151,0.0012556601760423589
YER060W,58041.4,YER060W_translation_Ribosome,0.0,0.0,0.0,0.0
YER060WA,57317.6,YER060WA_translation_Ribosome,0.0,0.0,0.0,0.0
YER061C,47559.9,YER061C_translation_Ribosome,0.0,0.0,0.0,0.0
YER062C,27809.9,YER062C_translation_Ribosome,0.0,0.0,0.0,0.0
YER065C,62399.4,YER065C_translation_Ribosome,0.0,0.0,0.0,0.0
YER069W,94875.2,YER069W_translation_Ribosome,0.0001619272201246516,0.003496962368254689,0.002372737422337322,0.0013208807924693035
YER070W,99549.2,YER070W_translation_Ribosome,0.0,0.0,0.0,0.0
YER073W,56696.4,YER073W_translation_Ribosome,0.0,0.0,0.0,0.0
YER074W,15348.1,YER074W_translation_Ribosome,0.0009352330692847332,0.0021861953885443674,0.0017959352859108614,0.0014103697865209652
YER081W,51180.7,YER081W_translation_Ribosome,4.902912388007623e-07,3.6487142412327335e-06,0.0,0.0
YER082C,62335.5,YER082C_translation_Ribosome,6.0223710252495354e-06,6.475337791315126e-05,4.027329058238773e-05,2.1575471677120944e-05
YER086W,63836.9,YER086W_translation_Ribosome,0.0,0.0,0.0,0.0
YER090W,56756.1,YER090W_translation_Ribosome,1.4455000495004782e-07,1.3219530477693901e-06,9.93340188452348e-07,5.599330358839569e-07
YER091C,85853.6,YER091C_translation_Ribosome,0.00029626632090361016,0.0023576613411556142,0.0017907072289712557,0.0011802500038506107
YER094C,22599.0,YER094C_translation_Ribosome,0.0001623351470744709,0.00018616315944866102,0.00017737765543895975,0.00017098531875164028
YER099C,34759.3,YER099C_translation_Ribosome,0.0003218601583986715,0.0,0.0,0.0
YER102W,22517.2,YER102W_translation_Ribosome,0.0,0.0,0.0,0.0
YER103W,69631.6,YER103W_translation_Ribosome,8.930089651917948e-05,0.0011430340136149506,0.0008457558549841771,0.0003305625688145205
YER105C,156636.6,YER105C_translation_Ribosome,0.0,0.0,0.0,0.0
YER117W,14485.3,YER117W_translation_Ribosome,0.0008826585426541491,0.0020632974805794677,0.0016949760163801775,0.0013310852462970746
YER119C,48849.8,YER119C_translation_Ribosome,0.0,0.0,0.0,0.0
YER126C,29752.3,YER126C_translation_Ribosome,2.8744357461563913e-06,3.090633628807742e-05,1.9222161102331325e-05,1.0297822364129677e-05
YER127W,40792.9,YER127W_translation_Ribosome,3.9410926197095034e-06,4.237518059329577e-05,2.635519592203936e-05,1.4119178615357656e-05
YER131W,13470.2,YER131W_translation_Ribosome,0.0,0.0,0.0,0.0
YER143W,47342.6,YER143W_translation_Ribosome,0.00034007557563997727,0.000389992831209973,0.0003715880963929597,0.00035819680302364733
YER152C,49486.8,YER152C_translation_Ribosome,0.0,0.0,0.0,1.0618018695880243e-06
YER168C,62488.6,YER168C_translation_Ribosome,0.0,0.0,0.0,0.0
YER170W,25197.2,YER170W_translation_Ribosome,6.996245378767803e-07,4.169606507468719e-06,3.969621213333023e-06,4.4208685497160245e-06
YER174C,27475.0,YER174C_translation_Ribosome,0.0,0.0,0.0,0.0
YER175C,34763.6,YER175C_translation_Ribosome,0.0,0.0,0.0,0.0
YER178W,46346.6,YER178W_translation_Ribosome,3.598906190088365e-05,4.43885174176215e-05,5.713599755458195e-05,9.542269084299064e-05
YER183C,24057.0,YER183C_translation_Ribosome,0.0,0.0,0.0,0.0
YFL001W,50907.5,YFL001W_translation_Ribosome,0.0,0.0,0.0,0.0
YFL002C,69436.1,YFL002C_translation_Ribosome,6.708375752922961e-06,7.212939695864095e-05,4.486079733390656e-05,2.403312091696927e-05
YFL007W,245943.3,YFL007W_translation_Ribosome,0.0017666817902332282,0.002026000343963444,0.0019303883324448296,0.0018608209896601748
YFL011W,60675.6,YFL011W_translation_Ribosome,0.0,0.0,0.0,0.0
YFL017C,18130.0,YFL017C_translation_Ribosome,3.0820847422414496e-11,1.6645745427789112e-10,1.3348639445568136e-10,9.380162594862223e-11
YFL018C,54012.7,YFL018C_translation_Ribosome,0.00010676023752408798,5.173073482677833e-05,0.00011887553209536797,0.00027015532033580904
YFL022C,57498.9,YFL022C_translation_Ribosome,7.584878635158855e-07,3.889446787090046e-06,2.941100995775142e-06,1.905878959587143e-06
YFL030W,41909.6,YFL030W_translation_Ribosome,0.0,0.0,0.0,0.0
YFL034CA,13825.7,YFL034CA_translation_Ribosome,0.0,0.001969343539812606,0.0016177938951673367,0.0012704731893526172
YFL045C,29054.1,YFL045C_translation_Ribosome,0.0003025509836038683,0.0015246114285855305,0.0013747647129397841,0.0009781510005686272
YFL053W,62123.1,YFL053W_translation_Ribosome,0.0,0.0,0.0,0.0
YFL055W,61052.2,YFL055W_translation_Ribosome,0.0,0.0,0.0,0.0
YFP,28131.0,YFP_translation_Ribosome,0.0,0.0,0.0,0.0
YFR001W,23622.0,YFR001W_translation_Ribosome,2.2821738553223207e-06,2.4538253371906207e-05,1.526153909308761e-05,8.176011934723408e-06
YFR002W,96169.7,YFR002W_translation_Ribosome,0.0,0.0,0.0,0.0
YFR004W,34392.7,YFR004W_translation_Ribosome,0.00024705270201283924,0.00028331579689233876,0.0002699454175058857,0.00026021712342269744
YFR010W,57110.3,YFR010W_translation_Ribosome,0.00041023978715727053,0.00047045594429226373,0.00044825395439690365,0.0004320997765167399
YFR015C,80492.9,YFR015C_translation_Ribosome,0.00020146050801391426,0.0,0.00017056571943053136,0.0003075751460554082
YFR019W,257439.9,YFR019W_translation_Ribosome,0.0,0.0,0.0,0.0
YFR025C,38568.1,YFR025C_translation_Ribosome,3.3463481569812005e-08,3.4455272519547163e-07,2.542678367677647e-07,1.5518586611105286e-07
YFR030W,114799.0,YFR030W_translation_Ribosome,3.338351576494351e-06,4.089875766037943e-05,2.9186095516352492e-05,1.7549560487361246e-05
YFR031CA,27437.1,YFR031CA_translation_Ribosome,0.0,0.003908162019730824,0.0032105117918872625,0.0025212538926482346
YFR032CA,6685.0,YFR032CA_translation_Ribosome,0.0004073489922640875,0.000952216637396101,0.0007822354158699844,0.0006142989700935392
YFR033C,17210.9,YFR033C_translation_Ribosome,0.00036035175972078576,0.0004637779143707626,0.0005836110527757172,0.0009539378369818904
YFR047C,32358.3,YFR047C_translation_Ribosome,0.0,0.0,0.0,0.0
YFR049W,13695.2,YFR049W_translation_Ribosome,3.978127003528646e-06,2.3706258002935686e-05,2.2570059690094168e-05,2.5136581281314245e-05
YFR050C,29440.7,YFR050C_translation_Ribosome,0.00021148105511196847,0.00024252284297447652,0.00023107758487020587,0.00022275000990182824
YFR052W,31905.3,YFR052W_translation_Ribosome,0.00022918498906832676,0.0002628254104676032,0.00025042202354425604,0.0002413973136141736
YFR053C,53724.8,YFR053C_translation_Ribosome,0.0,0.0,0.0,0.0
YGL001C,38702.7,YGL001C_translation_Ribosome,3.3171569919105905e-09,1.4041276489840012e-08,1.2224304634293883e-08,9.261308941558322e-09
YGL008C,99588.0,YGL008C_translation_Ribosome,3.635138264892659e-05,0.004564204981973752,0.0069692862820647464,0.00011447601926970685
YGL009C,85778.3,YGL009C_translation_Ribosome,1.5093251117756492e-09,1.4112718457824582e-08,1.0235176804265789e-08,6.350515287805436e-09
YGL011C,27998.1,YGL011C_translation_Ribosome,0.00020111844246673498,0.00023063917671399425,0.00021975473847274388,0.0002118352162901146
YGL012W,56050.0,YGL012W_translation_Ribosome,1.8377374934604547e-07,7.779004829844062e-07,6.772384609081796e-07,5.130855947405316e-07
YGL019W,32234.9,YGL019W_translation_Ribosome,3.1142852429485e-06,3.3485231716961274e-05,2.082610221453602e-05,1.1157096228711184e-05
YGL026C,76616.8,YGL026C_translation_Ribosome,1.5502124393137075e-06,1.6406035303873494e-05,1.0652980033734285e-05,6.004947268662901e-06
YGL029W,14439.3,YGL029W_translation_Ribosome,1.395012824873236e-06,1.4999373546395957e-05,9.3288435114224e-06,4.997709301881793e-06
YGL030W,11423.5,YGL030W_translation_Ribosome,0.0006960884387627231,0.0016271722897972113,0.0013367040049649614,0.0010497298855442854
YGL031C,17647.1,YGL031C_translation_Ribosome,0.0,0.0025136667497072146,0.0020649493803140168,0.0016216298212621836
YGL037C,24985.5,YGL037C_translation_Ribosome,0.0,0.0,0.0,0.0
YGL040C,37733.6,YGL040C_translation_Ribosome,0.0,0.0,0.0,0.0
YGL048C,45280.4,YGL048C_translation_Ribosome,0.00032526219715876245,0.0003730051031062946,0.0003554020615663646,0.00034259408058771515
YGL049C,103900.1,YGL049C_translation_Ribosome,0.0017557238275093705,0.0038597276848238407,0.0027189077585395797,0.0017473055763567843
YGL050W,30808.6,YGL050W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL055W,58412.6,YGL055W_translation_Ribosome,0.0002595225277641322,0.0010985393747009724,0.000956385979495987,0.000724571768167411
YGL062W,130079.8,YGL062W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL063W,41900.9,YGL063W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL067W,43512.9,YGL067W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL068W,20654.2,YGL068W_translation_Ribosome,5.9995495324114535e-06,3.5752219320947064e-05,3.403867974554172e-05,3.790933882678024e-05
YGL076C,27662.7,YGL076C_translation_Ribosome,0.0,0.0,0.0,0.0
YGL077C,62052.5,YGL077C_translation_Ribosome,4.2825779411119274e-08,3.055854902150953e-08,3.3540543035980774e-08,0.0
YGL078C,58840.3,YGL078C_translation_Ribosome,5.684691994721951e-06,6.112260561675442e-05,3.801513583519613e-05,2.0365718188244256e-05
YGL080W,15002.5,YGL080W_translation_Ribosome,6.860241243529087e-05,0.0001295544910396067,0.00013753796669954652,0.00019001193759775973
YGL084C,65359.4,YGL084C_translation_Ribosome,0.0,0.0,0.0,0.0
